id,duplicate_of_id,parent_event_id,relevance,updated,title,labels,phq_labels,category,description,start,end,predicted_end,timezone,duration,country,lat,lon,geo,placekey,impact_patterns,predicted_event_spend_total,predicted_event_spend_accommodation,predicted_event_spend_hospitality,predicted_event_spend_transportation,venue_id,venue_name,venue_formatted_address,scope,rank,local_rank,aviation_rank,phq_attendance,state,cancelled,postponed,deleted_reason,first_seen,place_hierarchies,private,brand_safe
3zQuQxqsHYgZMGqCuu,,,,2023-10-26T01:08:23Z,Winter on the Avenue,festival,"music,food-and-beverage",festivals,"Experience the enchantment of winter at 'Winter on the Avenue', a captivating festival event filled with lively activities, dazzling lights, and festive cheer. Delight in the holiday spirit as you indulge in delicious food, explore unique vendors, and enjoy live entertainment for an unforgettable winter celebration.",2023-12-03T05:00:00Z,2023-12-04T04:59:59Z,,America/New_York,86399,US,39.767376,-74.894376,"{""geometry"": {""coordinates"": [-74.894376, 39.767376], ""type"": ""Point""}}",222-222@628-qz6-k4v,,75427,13204,37853,24369,,,,locality,58,87,,2500,active,,,,2022-03-28T04:18:22Z,"6295630>6255149>6252001>5101760>4501019>4500541,6295630>6255149>6252001>5101760>4501944>4504915",False,True
DeAxG76Dagjw9xhLrn,,,,2023-10-26T01:25:57Z,Project Graduation Holiday Craft Show,"craft,festival","educational,nature-and-outdoor-activities",festivals,,2023-12-09T05:00:00Z,2023-12-10T04:59:59Z,,America/New_York,86399,US,39.849656,-74.966723,"{""geometry"": {""coordinates"": [-74.966723, 39.849656], ""type"": ""Point""}}",222-224@628-qzm-py9,,14374,2640,7234,4499,,,,locality,44,71,,500,active,,,,2022-10-16T05:01:33Z,"6295630>6255149>6252001>5101760>4501019>4501919,6295630>6255149>6252001>5101760>4501019>4501018",False,True
324FUUm5nSdCCno6GH,,,,2023-10-26T01:57:39Z,Big Holiday Shop,"community,expo","consumer-goods,religion-and-spirituality,lifestyle,festivals-and-outdoor-activities",expos,,2023-12-02T05:00:00Z,2023-12-03T04:59:59Z,,America/New_York,86399,US,41.015246,-74.174751,"{""geometry"": {""coordinates"": [-74.174751, 41.015246], ""type"": ""Point""}}",@627-vg2-st9,,117470,42252,59816,15401,,,,locality,54,83,,1500,active,,,,2022-11-13T06:00:52Z,"6295630>6255149>6252001>5101760>5095598>5106615,6295630>6255149>6252001>5101760>5102445>5102466",False,True
3t2U8g4iP2m7ZWpMt9,,,,2023-11-27T00:30:49Z,Somerville Holiday Jubilee,festival,"music,educational,family-activities",festivals,,2023-12-01T05:00:00Z,2023-12-02T04:59:59Z,,America/New_York,86399,US,40.570174,-74.618457,"{""geometry"": {""coordinates"": [-74.618457, 40.570174], ""type"": ""Point""}}",@628-hfy-3dv,,23145,3940,11362,7843,,,,locality,47,69,,746,active,,,,2022-12-03T06:31:18Z,6295630>6255149>6252001>5101760>5104759>5104774,False,True
AwYwVnCLsUU3fXd2nQ,,,,2023-10-26T03:37:56Z,Cape May Crafts at Christmas,festival,"beauty-and-fashion,nature-and-outdoor-activities,religion,art-and-cultural",festivals,"Step into the enchanting world of Cape May Crafts at Christmas, where the Cape May Convention Hall transforms into a festive wonderland filled with handcrafted treasures, charming holiday decorations, and unique gifts. Immerse yourself in the holiday spirit, browse the exquisite craftsmanship, and celebrate the magic of the season at this captivating festival event.",2023-12-02T05:00:00Z,2023-12-04T04:59:59Z,,America/New_York,172799,US,38.930116,-74.917498,"{""geometry"": {""coordinates"": [-74.917498, 38.930116], ""type"": ""Point""}}",@63s-pdp-qcq,,56991,7042,30470,19478,,,,locality,56,88,,2000,active,,,,2022-12-04T05:02:52Z,"6295630>6255149>6252001>5101760>4501053>4501066,6295630>6255149>6252001>5101760>4501053>4501057",False,True
A58d2XC5SDCuQRszfy,,,,2023-11-30T19:14:38Z,Hope Township Christmas Craft Market,festival,"religion,nature-and-outdoor-activities",festivals,,2023-12-02T05:00:00Z,2023-12-04T04:59:59Z,,America/New_York,172799,US,40.91117779366365,-74.96666687752695,"{""geometry"": {""coordinates"": [[[-74.9702839, 40.9070894], [-74.9604778, 40.9091813], [-74.9628381, 40.9151812], [-74.9729447, 40.9132354], [-74.9702839, 40.9070894]]], ""type"": ""Polygon""}}",,,87767,10563,46761,30442,,,,locality,60,96,,3000,active,,,,2022-12-04T05:04:25Z,6295630>6255149>6252001>5101760>5106044>5099296,False,True
AX2JbsESmMuQjuKo9g,,,,2023-10-26T01:10:54Z,German Christmas Market,"family,festival,food","educational,religion,family-activities",festivals,"The German Christmas Market of New Jersey is a non-profit foundation with the purpose of creating a community event in Sussex County, New Jersey that celebrates the Christmas Holiday and raises funds to distribute back into the community.",2023-12-01T05:00:00Z,2023-12-04T04:59:59Z,,America/New_York,259199,US,41.135949958226625,-74.71547929035106,"{""geometry"": {""coordinates"": [[[-74.7171744, 41.1362013], [-74.7157636, 41.1345811], [-74.7137895, 41.1356639], [-74.715195, 41.1373366], [-74.7171744, 41.1362013]]], ""type"": ""Polygon""}}",,,1529491,264070,930853,334567,3we6hDAxVFfgTGv8mY3eYp,Sussex County Fairgrounds,"37 Plains Rd
Augusta, NJ 07822
United States",locality,78,100,,25000,active,,,,2022-12-04T05:07:03Z,6295630>6255149>6252001>5101760>5105168>5101964,False,True
6UJFC5T5YfVHXEZsSw,,,,2023-11-06T04:19:05Z,DRMS Holiday Fine Crafts & Art Show,festival,"nature-and-outdoor-activities,educational,art-and-cultural",festivals,,2023-12-02T05:00:00Z,2023-12-04T04:59:59Z,,America/New_York,172799,US,40.409352,-74.986104,"{""geometry"": {""coordinates"": [-74.986104, 40.409352], ""type"": ""Point""}}",@628-d3z-p9z,,31016,5281,15587,10147,,,,locality,50,84,,1000,active,,,,2022-12-04T05:07:24Z,"6295630>6255149>6252001>5101760>5099381>5102896,6295630>6255149>6252001>5101760>5099381>5098124",False,True
Ksisukk3rvSvQcHnpP,,,,2023-12-02T13:38:46Z,Holiday Craft Fair,"craft,festival","nature-and-outdoor-activities,educational,food-and-beverage",festivals,,2023-12-02T05:00:00Z,2023-12-03T04:59:59Z,,America/New_York,86399,US,40.07809,-74.072162,"{""geometry"": {""coordinates"": [-74.072162, 40.07809], ""type"": ""Point""}}",@628-rm6-y9z,,15854,2640,8435,4778,,,,locality,44,66,,500,active,,,,2022-12-04T06:03:03Z,"6295630>6255149>6252001>5101760>4503355>5106305,6295630>6255149>6252001>5101760>4503355>4504476",False,True
AKKPF7z7JLve9wnZko,,,,2023-10-30T12:15:38Z,Dicken's Festival,festival,,festivals,,2023-12-02T05:00:00Z,2023-12-03T04:59:59Z,,America/New_York,86399,US,39.899645,-74.8239384,"{""geometry"": {""coordinates"": [[[-74.82473403805545, 39.904410619691575], [-74.82476701836389, 39.904809257747026], [-74.82396974225297, 39.90487521836388], [-74.82314276194454, 39.894879380308424], [-74.8231097816361, 39.89448074225297], [-74.82390705774702, 39.89441478163612], [-74.82473403805545, 39.904410619691575]]], ""type"": ""Polygon""}}",,,1808972,211264,1194829,402877,,,,locality,80,100,,30000,active,,,,2022-12-04T06:03:18Z,6295630>6255149>6252001>5101760>4500994>4502984,False,True
7Aq9NU5BLExQmnWZAn,,,,2023-10-30T03:51:56Z,Home For the Holidays Roxbury NJ,festival,educational,festivals,,2023-12-02T05:00:00Z,2023-12-03T04:59:59Z,,America/New_York,86399,US,40.869109,-74.638515,"{""geometry"": {""coordinates"": [-74.638515, 40.869109], ""type"": ""Point""}}",@628-hwx-9vf,,61044,10563,30851,19629,,,,locality,56,87,,2000,active,,,,2022-12-04T06:04:14Z,"6295630>6255149>6252001>5101760>5101405>5105113,6295630>6255149>6252001>5101760>5101405>5101427",False,True
6MXhRbzqG6s8JzchMZ,,,,2023-10-26T01:25:10Z,Crafts in the Warren Tech,"craft,festival",,festivals,,2023-12-02T05:00:00Z,2023-12-03T04:59:59Z,,America/New_York,86399,US,40.743045,-75.024059,"{""geometry"": {""coordinates"": [-75.024059, 40.743045], ""type"": ""Point""}}",zzy-223@628-c3q-p35,,43883,5281,23381,15221,,,,locality,54,86,,1500,active,,,,2022-12-04T06:08:15Z,"6295630>6255149>6252001>5101760>5106044>5102759,6295630>6255149>6252001>5101760>5106044>5095571",False,True
CgE3VT4URLKQuPHzcT,,,,2023-11-06T05:55:05Z,Brick Marching Dragons Winter Juried Craft Show,"craft,festival","nature-and-outdoor-activities,music",festivals,,2023-12-10T05:00:00Z,2023-12-11T04:59:59Z,,America/New_York,86399,US,40.073183,-74.153173,"{""geometry"": {""coordinates"": [-74.153173, 40.073183], ""type"": ""Point""}}",222-222@628-rhv-hqz,,15854,2640,8435,4778,,,,locality,44,69,,500,active,,,,2022-12-11T00:19:32Z,"6295630>6255149>6252001>5101760>4503355>5100338,6295630>6255149>6252001>5101760>4503355>4504476",False,True
FEsHQggiZT9BGnH959,,,,2023-12-02T15:03:27Z,Country Barn Christmas Craft Show,festival,"religion,nature-and-outdoor-activities,art-and-cultural",festivals,,2023-12-09T05:00:00Z,2023-12-11T04:59:59Z,,America/New_York,172799,US,39.470918,-74.949187,"{""geometry"": {""coordinates"": [-74.949187, 39.470918], ""type"": ""Point""}}",@628-qk5-fs5,,5071,0,2960,2111,,,,locality,38,72,,250,active,,,,2022-12-11T05:02:26Z,"6295630>6255149>6252001>5101760>4501427>4503247,6295630>6255149>6252001>5101760>4500561>4502962",False,True
AxdZU5tDezQBKUqECz,,,,2023-11-02T01:12:31Z,Holiday CraftMorristown,"craft,festival","nature-and-outdoor-activities,art-and-cultural",festivals,,2023-12-01T05:00:00Z,2023-12-04T04:59:59Z,,America/New_York,259199,US,40.78127405539194,-74.5085512490013,"{""geometry"": {""coordinates"": [[[-74.5083143, 40.7818376], [-74.5090224, 40.7816995], [-74.5087595, 40.7805905], [-74.5080514, 40.7810292], [-74.5083143, 40.7818376]]], ""type"": ""Polygon""}}",,,423124,49302,280785,93036,,,,locality,67,95,,7000,active,,,,2022-12-11T05:02:32Z,6295630>6255149>6252001>5101760>5101405>5101427,False,True
G6RhCBLRpfchCghSTR,,,,2023-12-02T07:58:05Z,Holiday Craft Festival,festival,"nature-and-outdoor-activities,educational",festivals,,2023-12-09T05:00:00Z,2023-12-11T04:59:59Z,,America/New_York,172799,US,40.575602,-74.674243,"{""geometry"": {""coordinates"": [-74.674243, 40.575602], ""type"": ""Point""}}",@628-hgv-ct9,,5148,0,3046,2102,,,,locality,38,64,,250,active,,,,2022-12-11T05:04:07Z,"6295630>6255149>6252001>5101760>5104759>5095910,6295630>6255149>6252001>5101760>5104759>5104774",False,True
B6VvkXNXWbunusMaRF,,,,2023-10-26T01:33:42Z,Wayne Valley Holiday Craft Show,"craft,festival","nature-and-outdoor-activities,sport,educational",festivals,"The Wayne Valley Holiday Craft Show is a festive extravaganza showcasing a diverse array of handmade crafts and unique gifts, providing an opportunity for visitors to shop local and support artisans. Featuring live music, delicious food, and a joyful atmosphere, it is the perfect event to kick off the holiday season and find one-of-a-kind treasures.",2023-12-10T05:00:00Z,2023-12-11T04:59:59Z,,America/New_York,86399,US,40.930695,-74.23068,"{""geometry"": {""coordinates"": [-74.23068, 40.930695], ""type"": ""Point""}}",@627-tw4-q75,,48247,7922,24923,15401,,,,locality,54,77,,1500,active,,,,2022-12-12T06:02:04Z,"6295630>6255149>6252001>5101760>5102445>5102897,6295630>6255149>6252001>5101760>5102445>5102466",False,True
8wRMMUXkHwEJcXFUUT,,,,2023-12-09T03:42:55Z,KC and The Sunshine Band,"concert,music","electronic,pop,hip-hop-and-rnb-and-soul",concerts,"Join us at the Bergen Performing Arts Center in Englewood, New Jersey for a vibrant and energetic concert event featuring KC and The Sunshine Band, a legendary disco group known for their infectious hits and iconic dance moves. Get ready to dance the night away to their timeless classics and experience the ultimate feel-good party atmosphere.",2023-12-09T01:00:00Z,2023-12-09T01:00:00Z,2023-12-09T07:40:00Z,America/New_York,0,US,40.8952346,-73.9747946,"{""geometry"": {""coordinates"": [-73.9747946, 40.8952346], ""type"": ""Point""}}",227-222@627-s5y-pn5,,33943,6771,16546,10624,FJykas7guCZTLfBsfyZSzB,Bergen Performing Arts Center,"30 North Van Brunt Street
Englewood, NJ 07631
United States of America",locality,51,71,,1099,active,,,,2022-12-13T00:25:21Z,"6295630>6255149>6252001>5101760>5095598>5097672,6295630>6255149>6252001>5101760>5095598>5098706",False,True
HVw4ggBaBhjs8uuZ3J,,,,2023-11-06T10:53:18Z,Wanaque Elementary School's Holiday Bazaar,"craft,festival","educational,nature-and-outdoor-activities",festivals,,2023-12-02T05:00:00Z,2023-12-03T04:59:59Z,,America/New_York,86399,US,41.054931,-74.285145,"{""geometry"": {""coordinates"": [-74.285145, 41.054931], ""type"": ""Point""}}",@627-vc2-ghq,,32164,5281,16615,10267,,,,locality,50,76,,1000,active,,,,2022-12-15T02:28:47Z,"6295630>6255149>6252001>5101760>5102445>5106023,6295630>6255149>6252001>5101760>5102445>5102466",False,True
8cy2dbWuaSubfP7nWH,,,,2023-11-25T23:36:57Z,ROCK KANDY THE 80S EXPERIENCE,"concert,music",rock,concerts,,2023-12-09T23:30:00Z,2023-12-09T23:30:00Z,2023-12-10T03:40:00Z,America/New_York,0,US,40.9016089,-74.0047186,"{""geometry"": {""coordinates"": [-74.0047186, 40.9016089], ""type"": ""Point""}}",22d-223@627-s6q-bx5,,6212,0,3884,2327,jQt8smaDLGp75crbD8u3Ah,Debonair Music Hall,"1409 Queen Anne Road
Teaneck, NJ
United States of America",locality,40,59,,300,active,,,,2022-12-18T02:48:20Z,"6295630>6255149>6252001>5101760>5095598>5106249,6295630>6255149>6252001>5101760>5095598>5098706",False,True
DrYaMnYshR9pmLE9Pg,,,,2023-10-26T03:24:43Z,Mike Guaragna and Sharp Edge,"concert,music",,concerts,,2023-12-17T02:00:00Z,2023-12-17T02:00:00Z,2023-12-17T06:10:00Z,America/New_York,0,US,40.8627,-74.4699,"{""geometry"": {""coordinates"": [-74.4699, 40.8627], ""type"": ""Point""}}",@627-v79-c89,,5815,0,3554,2261,zRf3n4TdbHjfwcvd5YDhd8,Hoover's Tavern,"960 Tabor Rd
Morris Plains
United States of America",locality,39,68,,288,active,,,,2022-12-18T02:50:15Z,"6295630>6255149>6252001>5101760>5101405>5105229,6295630>6255149>6252001>5101760>5101405>5101427",False,True
6Hu9zqaK735pawHwQk,,,,2023-10-26T02:07:41Z,Triple Play REALTOR Convention & Trade Expo,expo,"literature-film-and-theater,legal-and-property-services,education-and-careers,sports-and-gaming",expos,,2023-12-04T05:00:00Z,2023-12-08T04:59:59Z,,America/New_York,345599,US,39.3630994,-74.43856340000002,"{""geometry"": {""coordinates"": [-74.43856340000002, 39.3630994], ""type"": ""Point""}}",12gxknu7mt@628-nmd-7wk,,50947,14084,28417,8445,jpS9gJaBtB8mpEEWSuNp9v,Atlantic City Convention Center,"1 Convention Boulevard
Atlantic City, NJ 08401
United States of America",locality,48,63,,800,active,,,,2022-12-18T05:18:54Z,"6295630>6255149>6252001>5101760>4500561>4500546,6295630>6255149>6252001>5101760>4500561>4502962",False,True
ymreqoo4dx2ypQbkLU,,BYTAn98g32ivSkiBuZ,,2023-10-26T02:05:43Z,The AI Summit New York,conference,"science-and-technology,management-and-consulting",conferences,"The AI Summit New York is a leading conference event that brings together top industry professionals, thought leaders, and innovators to explore the latest advancements, applications, and implications of artificial intelligence, providing a platform for networking and knowledge sharing. With insightful panel discussions, engaging presentations, and interactive sessions, this event offers valuable insights and perspectives on the future of AI across various sectors.",2023-12-06T05:00:00Z,2023-12-08T04:59:59Z,,America/New_York,172799,US,40.7568555,-74.00168640000003,"{""geometry"": {""coordinates"": [-74.00168640000003, 40.7568555], ""type"": ""Point""}}",222-228@627-wbt-jgk,,389861,105632,229985,54243,SsKUsdfXfLgAHe7uySw9wC,Jacob K. Javits Convention Center,"655 West 34th Street
New York, NY 10001
United States of America",locality,58,60,,2500,active,,,,2022-12-18T11:55:55Z,"6295630>6255149>6252001>5101760>5099357>5106184,6295630>6255149>6252001>5101760>5099357>5099836",False,True
Crj2DjNA6wscPVp4eB,,,,2023-10-26T17:27:56Z,Handmade Holiday at the Woodland,"community,expo",,expos,"Handmade Holiday at the Woodland is a vibrant expo celebrating creativity and craftsmanship, offering an array of unique and beautifully handcrafted gifts and decor from talented artisans. This festive event brings together a curated collection of artisanal creations, providing attendees with a delightful opportunity to discover one-of-a-kind treasures for the holiday season.",2023-12-17T05:00:00Z,2023-12-18T04:59:59Z,,America/New_York,86399,US,40.73199,-74.2783,"{""geometry"": {""coordinates"": [-74.2783, 40.73199], ""type"": ""Point""}}",223-224@627-whx-9zz,,75598,28168,36047,11381,35MqdzMA7iveWtusASxrepB,The Woodland,"60 Woodland Road
Maplewood, NJ 07040
United States of America",locality,50,69,,1000,active,,,,2022-12-19T06:02:29Z,"6295630>6255149>6252001>5101760>5105640>5105801,6295630>6255149>6252001>5101760>5097707>5101798",False,True
3mhDfvrtpRiJ8jukxL,,,,2023-12-02T00:22:48Z,Peppermint Boutique Craft Show,"craft,festival","nature-and-outdoor-activities,religion",festivals,,2023-12-02T05:00:00Z,2023-12-03T04:59:59Z,,America/New_York,86399,US,40.626011,-74.302917,"{""geometry"": {""coordinates"": [-74.302917, 40.626011], ""type"": ""Point""}}",@627-w42-6rk,,28056,3521,15032,9502,,,,locality,50,72,,1000,active,,,,2022-12-20T00:18:31Z,"6295630>6255149>6252001>5101760>5105640>7258122,6295630>6255149>6252001>5101760>5105640>5097598",False,True
F9EuoDaVHsnVjTVYfE,,,,2023-10-26T03:13:24Z,Pottery Show and Sale,festival,art-and-cultural,festivals,"Discover the captivating world of pottery at The Art School at Old Church's annual Pottery Show and Sale. Immerse yourself in a celebration of exquisite craftsmanship as talented artists showcase their unique creations, offering a curated selection of handcrafted ceramics for all art enthusiasts to admire and acquire.",2023-12-01T05:00:00Z,2023-12-04T04:59:59Z,,America/New_York,259199,US,40.958864,-73.961244,"{""geometry"": {""coordinates"": [-73.961244, 40.958864], ""type"": ""Point""}}",@627-snd-mc5,,29376,3517,16170,9688,,,,locality,50,75,,1000,active,,,,2022-12-20T03:17:05Z,"6295630>6255149>6252001>5101760>5095598>5097224,6295630>6255149>6252001>5101760>5095598>5098706",False,True
EnAdx6m5ciULdwrRT4,,,,2023-10-26T05:02:29Z,Flannel Forward-->,"concert,music",,concerts,,2023-12-17T02:00:00Z,2023-12-17T02:00:00Z,2023-12-17T06:10:00Z,America/New_York,0,US,40.9013599,-74.51427,"{""geometry"": {""coordinates"": [-74.51427, 40.9013599], ""type"": ""Point""}}",22b-222@627-v3c-8d9,,3311,0,2023,1287,t7t7j6RieZ98fiztCbU5kz,Tavern On the Rocks,"9 Wall St
Rockaway, NJ 07866",locality,34,61,,164,active,,,,2022-12-25T07:56:10Z,"6295630>6255149>6252001>5101760>5101405>5103396,6295630>6255149>6252001>5101760>5101405>5101427",False,True
FQ6L7AjpokutemKuny,,,,2023-10-31T06:54:01Z,Mike Guaragna and Sharp Edge,"concert,music",,community,,2023-12-24T02:00:00Z,2023-12-24T02:00:00Z,,America/New_York,0,US,40.8744544,-74.1970921,"{""geometry"": {""coordinates"": [-74.1970921, 40.8744544], ""type"": ""Point""}}",@627-tzx-s3q,,1407,0,996,410,XnCQUgfLpfJyfhfTJkAu8M,Great Notch Inn,"400 U.S. 46
Little Falls, NJ 07424
United States of America",locality,30,50,,100,active,,,,2022-12-25T07:58:23Z,"6295630>6255149>6252001>5101760>5102445>5105360,6295630>6255149>6252001>5101760>5102445>5102466",False,True
5suXLvt6LJuuaPKA3w,,,,2023-10-26T21:22:20Z,Cheezy and the Crackers,"concert,music",,concerts,,2023-12-03T01:00:00Z,2023-12-03T01:00:00Z,2023-12-03T05:10:00Z,America/New_York,0,US,39.5136108,-74.9250031,"{""geometry"": {""coordinates"": [-74.9250031, 39.5136108], ""type"": ""Point""}}",@628-qms-k2k,,2069,0,1207,861,,,,locality,30,64,,102,active,,,,2023-01-08T08:27:38Z,"6295630>6255149>6252001>5101760>4500561>4500977,6295630>6255149>6252001>5101760>4500561>4502962",False,True
AQ7sdepGiosneR5HJx,,,,2023-10-26T17:18:40Z,Maura McKinney Mastro,"concert,music",,concerts,,2023-12-22T19:00:00Z,2023-12-22T19:00:00Z,2023-12-22T23:10:00Z,America/New_York,0,US,39.0764046,-74.8269196,"{""geometry"": {""coordinates"": [-74.8269196, 39.0764046], ""type"": ""Point""}}",17bdx52yns@63s-hxg-75z,,3636,0,2218,1418,,,,locality,35,67,,182,active,,,,2023-01-08T08:31:14Z,6295630>6255149>6252001>5101760>4501053>4501057,False,True
Bbv8ekwxjNjaaPWDdP,,,,2023-10-31T07:11:08Z,Whiskey Crossing,"concert,music",,community,,2023-12-10T02:30:00Z,2023-12-10T02:30:00Z,,America/New_York,0,US,40.9813803,-74.6166515,"{""geometry"": {""coordinates"": [-74.6166515, 40.9813803], ""type"": ""Point""}}",1j7fzdv4xl@627-v3r-bc5,,1881,0,1288,592,3AbkxPF6mg2CnfBdsqJhz3T,Mason Street Pub,"# A 24 Mason Street, Jefferson, New Jersey, 07849, United States, US, NJ",locality,34,64,,150,active,,,,2023-01-15T18:38:29Z,"6295630>6255149>6252001>5101760>5101405>5106579,6295630>6255149>6252001>5101760>5105168>5101848",False,True
Ddd7NPvtCiDPmsJAWz,,,,2023-10-26T01:25:39Z,Craft Boutique - December,"craft,festival",nature-and-outdoor-activities,festivals,"Craft Boutique - December is a festive event at The Yellow Daisy, offering a delightful array of handmade crafts, unique gifts, and artistic treasures. Explore a winter wonderland of creativity and find the perfect, one-of-a-kind items to complete your holiday shopping.",2023-12-01T05:00:00Z,2024-01-01T04:59:59Z,,America/New_York,2678399,US,40.12348533333333,-74.05153649999998,"{""geometry"": {""coordinates"": [[[-74.0514663, 40.1237014], [-74.0519907, 40.1232645], [-74.0511525, 40.1234901], [-74.0514663, 40.1237014]]], ""type"": ""Polygon""}}",,,319443,35238,219501,64702,,,,locality,64,88,,5000,active,,,,2023-01-19T00:14:46Z,"6295630>6255149>6252001>5101760>5101305>5100809,6295630>6255149>6252001>5101760>4503355>4504476",False,True
5MD8NbVxCyN8KAUkLc,,BmHb9Tyq94KPBoY2Mq,,2023-12-06T23:35:43Z,NJ Conference on Tourism,conference,"management-and-consulting,hospitality-and-travel,education-and-careers,art-and-cultural",conferences,,2023-11-30T14:00:00Z,2023-12-01T23:00:00Z,,America/New_York,118800,US,39.3590014,-74.4228104,"{""geometry"": {""coordinates"": [-74.4228104, 39.3590014], ""type"": ""Point""}}",zzw-222@628-nmf-k75,,67205,21126,35521,10557,39ie6fGLhCPsDnZYR9Aq5ui,Resorts Casino Hotel,"1133 Boardwalk
Atlantic City, NJ 08401
United States of America",locality,44,60,,500,active,,,,2023-01-19T04:38:19Z,"6295630>6255149>6252001>5101760>4500561>4500546,6295630>6255149>6252001>5101760>4500561>4502962",False,True
5xZrWWAfHay5zfVYjq,,,,2023-10-26T03:45:10Z,Mike Guaragna and The Kootz,"concert,music",,concerts,,2023-12-02T02:30:00Z,2023-12-02T02:30:00Z,2023-12-02T06:40:00Z,America/New_York,0,US,40.7274399,-74.3841934,"{""geometry"": {""coordinates"": [-74.3841934, 40.7274399], ""type"": ""Point""}}",222-222@627-wjj-w49,,3796,0,2320,1476,YBDhejyVRafi7EeTKE5mj8,River Grille,"34 River Rd
Chatham, NJ 07928
United States of America",locality,35,61,,188,active,,,,2023-01-22T11:45:52Z,"6295630>6255149>6252001>5101760>5101405>5096495,6295630>6255149>6252001>5101760>5101405>5101427",False,True
G9uN3QDymnuttPPTGE,,,,2023-10-26T04:24:33Z,DJ  JRS,"concert,music",,concerts,,2023-12-06T01:00:00Z,2023-12-06T01:00:00Z,2023-12-06T05:10:00Z,America/New_York,0,US,40.677948,-74.1956787,"{""geometry"": {""coordinates"": [-74.1956787, 40.677948], ""type"": ""Point""}}",1fmnmiob75@627-wkw-m8v,,2610,0,1599,1011,,,,locality,32,46,,133,active,,,,2023-01-22T11:46:17Z,"6295630>6255149>6252001>5101760>5105640>5097037,6295630>6255149>6252001>5101760>5105640>5097598",False,True
EYs5NYUsGYQ2D8z9cK,,,,2023-10-26T01:59:16Z,DJ  JRS,"concert,music",,concerts,,2023-12-13T01:00:00Z,2023-12-13T01:00:00Z,2023-12-13T05:10:00Z,America/New_York,0,US,40.677948,-74.1956787,"{""geometry"": {""coordinates"": [-74.1956787, 40.677948], ""type"": ""Point""}}",1fmnmiob75@627-wkw-m8v,,2610,0,1599,1011,,,,locality,32,46,,133,active,,,,2023-01-22T11:46:58Z,"6295630>6255149>6252001>5101760>5105640>5097037,6295630>6255149>6252001>5101760>5105640>5097598",False,True
4n2nepaujs9ib9NQ5Z,,,,2023-10-26T04:05:01Z,DJ  JRS,"concert,music",,concerts,,2023-12-20T01:00:00Z,2023-12-20T01:00:00Z,2023-12-20T05:10:00Z,America/New_York,0,US,40.677948,-74.1956787,"{""geometry"": {""coordinates"": [-74.1956787, 40.677948], ""type"": ""Point""}}",1fmnmiob75@627-wkw-m8v,,2610,0,1599,1011,,,,locality,32,46,,133,active,,,,2023-01-22T11:47:39Z,"6295630>6255149>6252001>5101760>5105640>5097037,6295630>6255149>6252001>5101760>5105640>5097598",False,True
QVKUqKmaivTo7D24cm,,,,2023-10-26T02:33:09Z,DJ  JRS,"concert,music",,concerts,,2023-12-27T01:00:00Z,2023-12-27T01:00:00Z,2023-12-27T05:10:00Z,America/New_York,0,US,40.677948,-74.1956787,"{""geometry"": {""coordinates"": [-74.1956787, 40.677948], ""type"": ""Point""}}",1fmnmiob75@627-wkw-m8v,,2610,0,1599,1011,,,,locality,32,46,,133,active,,,,2023-01-22T11:48:07Z,"6295630>6255149>6252001>5101760>5105640>5097037,6295630>6255149>6252001>5101760>5105640>5097598",False,True
4EQ46hoD6eebHo4adp,,,,2023-12-06T06:31:27Z,Stephen Sanchez,"concert,music","rock,pop,other",concerts,"Stephen Sanchez is a high-energy, multi-genre concert event at Terminal 5 in New York, showcasing the electrifying talent of one of the city's most captivating performers. Prepare to be mesmerized by Stephen's soulful vocals and dynamic stage presence in an unforgettable night of music and entertainment.",2023-12-03T01:00:00Z,2023-12-03T01:00:00Z,2023-12-03T05:10:00Z,America/New_York,0,US,40.7697101,-73.9927147,"{""geometry"": {""coordinates"": [-73.9927147, 40.7697101], ""type"": ""Point""}}",222-222@627-wbv-cnq,,74776,12736,39615,22424,siBEyZfCmhBYfn97SwhWub,Terminal 5,"610 West 56th Street
New York, NY 10019
United States of America",locality,56,55,,2067,active,,,,2023-01-25T00:54:51Z,"6295630>6255149>6252001>5101760>5099357>5106184,6295630>6255149>6252001>5101760>5099357>5099836",False,True
Ffes2yGrEQqeTn59Rd,,,,2023-12-02T05:10:57Z,Koffee Brown,"concert,music","hip-hop-and-rnb-and-soul,jazz-and-classical",concerts,,2023-12-01T22:00:00Z,2023-12-01T22:00:00Z,2023-12-02T02:30:00Z,America/New_York,0,US,40.7640706,-73.9975569,"{""geometry"": {""coordinates"": [-73.9975569, 40.7640706], ""type"": ""Point""}}",227-226@627-wbv-bzf,,54,0,34,19,k7Bz2fYanDXCqGUsznQhhP,The INKwell Harbor-Club Rooftop,"621 W 46th Street
New York, NY 10036
United States of America",locality,1,2,,3,active,,,,2023-01-25T01:34:11Z,"6295630>6255149>6252001>5101760>5099357>5106184,6295630>6255149>6252001>5101760>5099357>5099836",False,True
